State Name,District Name,Market Name,Variety,Group,Arrivals (Tonnes),Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Reported Date
Uttar Pradesh,Aligarh,Aligarh,Red,Vegetables,66.0,880,940,900,01 Apr 2009
Uttar Pradesh,Allahabad,Allahabad,Other,Vegetables,220.0,0,0,900,01 Apr 2009
Uttar Pradesh,Badaun,Badayoun,Other,Vegetables,10.0,0,0,875,01 Apr 2009
Uttar Pradesh,Bahraich,Bahraich,Local,Vegetables,23.5,870,880,875,01 Apr 2009
Uttar Pradesh,Ballia,Ballia,Other,Vegetables,18.0,850,950,900,01 Apr 2009
Uttar Pradesh,Banda,Banda,Bombay (U.P.),Vegetables,8.5,0,0,950,01 Apr 2009
Uttar Pradesh,Baghpat,Baraut,Other,Vegetables,1.5,0,0,900,01 Apr 2009
Uttar Pradesh,Bareilly,Bareilly,Red,Vegetables,36.0,0,0,740,01 Apr 2009
Uttar Pradesh,Basti,Basti,Other,Vegetables,30.0,900,1000,960,01 Apr 2009
Uttar Pradesh,Bijnor,Bijnaur,Red,Vegetables,2.0,0,0,940,01 Apr 2009
Uttar Pradesh,Bijnor,Bijnaur,Other,Vegetables,2.0,0,0,940,01 Apr 2009
Uttar Pradesh,Chandauli,Chandoli,Other,Vegetables,3.0,875,940,920,01 Apr 2009
Uttar Pradesh,Aligarh,Charra,Other,Vegetables,3.0,860,900,880,01 Apr 2009
Uttar Pradesh,Faizabad,Faizabad,Other,Vegetables,16.0,790,815,800,01 Apr 2009
Uttar Pradesh,Firozabad,Firozabad,Other,Vegetables,110.0,900,950,930,01 Apr 2009
Uttar Pradesh,Ghaziabad,Ghaziabad,Other,Vegetables,45.0,875,950,900,01 Apr 2009
Uttar Pradesh,Gonda,Gonda,Other,Vegetables,39.5,865,890,875,01 Apr 2009
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj,Red,Vegetables,4.0,0,0,1000,01 Apr 2009
Uttar Pradesh,Gorakhpur,Gorakhpur,Red,Vegetables,15.0,0,0,1000,01 Apr 2009
Uttar Pradesh,Hathras,Haathras,Red,Vegetables,10.5,850,940,925,01 Apr 2009
Uttar Pradesh,Jhansi,Jhansi,Other,Vegetables,35.0,0,0,550,01 Apr 2009
Uttar Pradesh,Kanpur,Kanpur(Grain),Red,Vegetables,110.0,875,955,915,01 Apr 2009
Uttar Pradesh,Chitrakut,Karvi,Bombay (U.P.),Vegetables,3.5,0,0,925,01 Apr 2009
Uttar Pradesh,Etah,Kasganj,Other,Vegetables,0.7,990,1020,1010,01 Apr 2009
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Red,Vegetables,2.0,0,0,1050,01 Apr 2009
Uttar Pradesh,Lalitpur,Lalitpur,Other,Vegetables,6.0,0,0,775,01 Apr 2009
Uttar Pradesh,Lucknow,Lucknow,Red,Vegetables,32.5,0,0,1000,01 Apr 2009
Uttar Pradesh,Lucknow,Lucknow,Other,Vegetables,32.5,0,0,950,01 Apr 2009
Uttar Pradesh,Mahoba,Mahoba,Other,Vegetables,0.08,0,0,950,01 Apr 2009
Uttar Pradesh,Mainpuri,Mainpuri,Other,Vegetables,2.8,760,800,790,01 Apr 2009
Uttar Pradesh,Jhansi,Mauranipur,Other,Vegetables,3.0,0,0,850,01 Apr 2009
Uttar Pradesh,Meerut,Mawana,Other,Vegetables,1.0,0,0,925,01 Apr 2009
Uttar Pradesh,Mirzapur,Mirzapur,Red,Vegetables,20.0,0,0,800,01 Apr 2009
Uttar Pradesh,Jhansi,Moth,Other,Vegetables,1.0,0,0,600,01 Apr 2009
Uttar Pradesh,Muradabad,Muradabad,Other,Vegetables,60.0,0,0,780,01 Apr 2009
Uttar Pradesh,Siddharth Nagar,Naugarh,Red,Vegetables,2.0,0,0,1000,01 Apr 2009
Uttar Pradesh,Jalaun (Orai),Orai,Other,Vegetables,7.5,0,0,800,01 Apr 2009
Uttar Pradesh,Maharajganj,Partaval,Red,Vegetables,19.0,0,0,1000,01 Apr 2009
Uttar Pradesh,Raebarelli,Raibareilly,Other,Vegetables,4.0,580,600,590,01 Apr 2009
Uttar Pradesh,Rampur,Rampur,Other,Vegetables,22.0,0,0,970,01 Apr 2009
Uttar Pradesh,Saharanpur,Saharanpur,Other,Vegetables,600.0,790,910,825,01 Apr 2009
Uttar Pradesh,Gorakhpur,Sehjanwa,Red,Vegetables,5.0,0,0,1075,01 Apr 2009
